year,VClass,comb08,cylinders,displ,drive,fuelType,trany
2019,Subcompact Cars,26,4.0,2.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Subcompact Cars,27,4.0,2.0,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Minicompact Cars,25,4.0,2.0,Front-Wheel Drive,Premium,Manual 6-spd
2019,Minicompact Cars,28,4.0,2.0,Front-Wheel Drive,Premium,Automatic (S6)
2019,Minicompact Cars,26,4.0,2.0,Front-Wheel Drive,Premium,Manual 6-spd
2019,Minicompact Cars,28,4.0,2.0,Front-Wheel Drive,Premium,Automatic (S6)
2019,Minicompact Cars,31,3.0,1.5,Front-Wheel Drive,Premium,Manual 6-spd
2019,Minicompact Cars,30,3.0,1.5,Front-Wheel Drive,Premium,Automatic (S6)
2019,Two Seaters,15,8.0,6.2,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Small Sport Utility Vehicle 4WD,23,4.0,2.0,4-Wheel Drive,Regular,Automatic 9-spd
2019,Subcompact Cars,28,4.0,2.0,Front-Wheel Drive,Premium,Automatic (S6)
2019,Small Sport Utility Vehicle 4WD,22,4.0,2.0,4-Wheel Drive,Regular,Automatic 9-spd
2019,Small Sport Utility Vehicle 4WD,24,4.0,2.0,All-Wheel Drive,Regular,Automatic 9-spd
2019,Subcompact Cars,24,6.0,3.0,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Subcompact Cars,24,6.0,3.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Subcompact Cars,21,6.0,3.0,Rear-Wheel Drive,Premium,Manual 6-spd
2019,Subcompact Cars,24,6.0,3.0,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Subcompact Cars,24,6.0,3.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Subcompact Cars,21,6.0,3.0,Rear-Wheel Drive,Premium,Manual 6-spd
2019,Subcompact Cars,24,6.0,3.0,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Subcompact Cars,27,4.0,2.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Subcompact Cars,21,6.0,3.0,Rear-Wheel Drive,Premium,Manual 6-spd
2019,Subcompact Cars,27,4.0,2.0,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Subcompact Cars,25,4.0,2.0,Rear-Wheel Drive,Premium,Manual 6-spd
2019,Subcompact Cars,28,4.0,2.0,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Two Seaters,11,16.0,8.0,All-Wheel Drive,Premium,Automatic (AM-S7)
2019,Standard Sport Utility Vehicle 4WD,15,8.0,5.6,4-Wheel Drive,Premium,Automatic (S7)
2019,Standard Sport Utility Vehicle 2WD,16,8.0,5.6,Rear-Wheel Drive,Premium,Automatic (S7)
2019,Small Sport Utility Vehicle 4WD,27,4.0,2.0,All-Wheel Drive,Regular,Automatic (S6)
2019,Small Sport Utility Vehicle 2WD,30,4.0,2.0,Front-Wheel Drive,Regular,Automatic (S6)
2019,Standard Pickup Trucks 4WD,17,8.0,5.3,4-Wheel Drive,Regular,Automatic 8-spd
2019,Subcompact Cars,27,4.0,2.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Subcompact Cars,24,6.0,3.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Subcompact Cars,20,6.0,3.0,Rear-Wheel Drive,Premium,Manual 6-spd
2019,Subcompact Cars,19,6.0,3.0,Rear-Wheel Drive,Premium,Automatic (AM-S7)
2019,Small Sport Utility Vehicle 2WD,25,4.0,2.4,Front-Wheel Drive,Regular,Automatic 9-spd
2019,Small Sport Utility Vehicle 2WD,26,4.0,2.0,Front-Wheel Drive,Regular,Automatic 9-spd
2019,Minivan - 2WD,21,6.0,3.3,Front-Wheel Drive,Regular,Automatic (S8)
2019,Two Seaters,17,8.0,6.2,Rear-Wheel Drive,Premium,Manual 7-spd
2019,Small Sport Utility Vehicle 4WD,21,6.0,3.3,All-Wheel Drive,Regular,Automatic (S8)
2019,Small Sport Utility Vehicle 4WD,23,4.0,2.4,All-Wheel Drive,Regular,Automatic (S6)
2019,Small Sport Utility Vehicle 4WD,26,4.0,2.0,All-Wheel Drive,Premium,Automatic (AV-S8)
2019,Small Sport Utility Vehicle 2WD,22,6.0,3.3,Front-Wheel Drive,Regular,Automatic (S8)
2019,Small Sport Utility Vehicle 2WD,27,4.0,2.0,Front-Wheel Drive,Premium,Automatic (AV-S8)
2019,Small Sport Utility Vehicle 2WD,25,4.0,2.4,Front-Wheel Drive,Regular,Automatic (S6)
2019,Compact Cars,34,4.0,1.4,Front-Wheel Drive,Regular,Manual 6-spd
2019,Compact Cars,34,4.0,1.4,Front-Wheel Drive,Regular,Automatic (S8)
2019,Two Seaters,17,8.0,6.2,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Two Seaters,18,8.0,6.2,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Two Seaters,19,8.0,6.2,Rear-Wheel Drive,Premium,Manual 7-spd
2019,Small Sport Utility Vehicle 4WD,21,6.0,3.2,4-Wheel Drive,Regular,Automatic 9-spd
2019,Small Sport Utility Vehicle 4WD,21,6.0,3.2,4-Wheel Drive,Regular,Automatic 9-spd
2019,Small Sport Utility Vehicle 4WD,22,6.0,3.2,All-Wheel Drive,Regular,Automatic 9-spd
2019,Small Sport Utility Vehicle 2WD,23,6.0,3.2,Front-Wheel Drive,Regular,Automatic 9-spd
2019,Small Sport Utility Vehicle 4WD,24,4.0,2.4,All-Wheel Drive,Regular,Automatic 9-spd
2019,Two Seaters,22,6.0,3.0,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Subcompact Cars,26,4.0,2.0,Front-Wheel Drive,Premium,Manual 6-spd
2019,Compact Cars,24,6.0,3.5,Front-Wheel Drive,Premium,Automatic (S9)
2019,Midsize Cars,25,4.0,2.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Standard Sport Utility Vehicle 4WD,22,4.0,2.4,All-Wheel Drive,Regular,Automatic (AV-S8)
2019,Standard Sport Utility Vehicle 4WD,23,4.0,2.4,All-Wheel Drive,Regular,Automatic (AV-S8)
2019,Small Sport Utility Vehicle 4WD,23,4.0,2.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Small Sport Utility Vehicle 4WD,24,4.0,2.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Midsize Cars,27,4.0,2.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Midsize Cars,28,4.0,2.0,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Compact Cars,28,4.0,2.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Large Cars,20,6.0,3.3,All-Wheel Drive,Premium,Automatic (S8)
2019,Compact Cars,28,4.0,2.0,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Two Seaters,26,4.0,2.0,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Small Sport Utility Vehicle 4WD,23,6.0,3.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Large Cars,19,8.0,5.0,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Large Cars,18,8.0,5.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Large Cars,20,6.0,3.3,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Large Cars,20,6.0,3.3,All-Wheel Drive,Premium,Automatic (S8)
2019,Large Cars,16,12.0,6.6,All-Wheel Drive,Premium,Automatic (S8)
2019,Large Cars,20,8.0,4.4,All-Wheel Drive,Premium,Automatic (S8)
2019,Two Seaters,26,4.0,2.0,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Large Cars,20,6.0,3.3,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Large Cars,20,6.0,3.8,All-Wheel Drive,Regular,Automatic (S8)
2019,Large Cars,18,8.0,5.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Two Seaters,23,6.0,3.0,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Two Seaters,17,8.0,3.9,Rear-Wheel Drive,Premium,Automatic (AM7)
2019,Two Seaters,18,8.0,3.9,Rear-Wheel Drive,Premium,Automatic (AM7)
2019,Two Seaters,18,8.0,3.9,Rear-Wheel Drive,Premium,Automatic (AM7)
2019,Small Sport Utility Vehicle 4WD,26,4.0,2.0,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Small Station Wagons,31,4.0,1.5,Front-Wheel Drive,Regular,Manual 6-spd
2019,Small Sport Utility Vehicle 2WD,25,4.0,2.4,Front-Wheel Drive,Regular,Automatic (AV-S6)
2019,Small Station Wagons,36,4.0,1.5,Front-Wheel Drive,Regular,Automatic (variable gear ratios)
2019,Compact Cars,29,4.0,2.0,4-Wheel Drive,Regular,Automatic (S6)
2019,Compact Cars,31,4.0,2.0,Front-Wheel Drive,Regular,Automatic (S6)
2019,Minicompact Cars,18,8.0,3.9,Rear-Wheel Drive,Premium,Automatic (AM7)
2019,Minicompact Cars,17,8.0,3.9,Rear-Wheel Drive,Premium,Automatic (AM7)
2019,Minicompact Cars,13,12.0,6.3,Part-time 4-Wheel Drive,Premium,Automatic (AM7)
2019,Two Seaters,13,12.0,6.5,Rear-Wheel Drive,Premium,Automatic (AM7)
2019,Two Seaters,18,8.0,3.9,Rear-Wheel Drive,Premium,Automatic (AM7)
2019,Two Seaters,18,8.0,3.9,Rear-Wheel Drive,Premium,Automatic (AM7)
2019,Minivan - 2WD,22,6.0,3.5,Front-Wheel Drive,Regular,Automatic (S9)
2019,Minivan - 2WD,22,6.0,3.5,Front-Wheel Drive,Regular,Automatic (S10)
2019,Large Cars,19,8.0,5.0,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Large Cars,20,8.0,4.4,All-Wheel Drive,Premium,Automatic (S8)
2019,Compact Cars,27,4.0,2.4,Front-Wheel Drive,Premium,Automatic (AM-S8)
2019,Large Cars,21,8.0,4.4,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Large Cars,24,6.0,3.0,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Compact Cars,16,8.0,4.4,Rear-Wheel Drive,Premium,Automatic (AM-S7)
2019,Compact Cars,17,8.0,4.4,Rear-Wheel Drive,Premium,Manual 6-spd
2019,Compact Cars,20,8.0,4.4,All-Wheel Drive,Premium,Automatic (S8)
2019,Compact Cars,20,8.0,4.4,All-Wheel Drive,Premium,Automatic (S8)
2019,Compact Cars,21,8.0,4.4,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Compact Cars,22,6.0,3.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Compact Cars,23,6.0,3.0,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Compact Cars,24,6.0,3.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Midsize Cars,27,4.0,2.0,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Compact Cars,25,6.0,3.0,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Compact Cars,24,6.0,3.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Compact Cars,22,6.0,3.0,Rear-Wheel Drive,Premium,Manual 6-spd
2019,Compact Cars,25,6.0,3.0,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Compact Cars,27,4.0,2.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Compact Cars,27,4.0,2.0,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Compact Cars,27,4.0,2.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Compact Cars,25,4.0,2.0,Rear-Wheel Drive,Premium,Manual 6-spd
2019,Compact Cars,27,4.0,2.0,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Compact Cars,21,6.0,3.0,All-Wheel Drive,Premium,Manual 6-spd
2019,Midsize Cars,19,8.0,5.6,Rear-Wheel Drive,Premium,Automatic (S7)
2019,Midsize Cars,18,8.0,5.6,All-Wheel Drive,Premium,Automatic (S7)
2019,Midsize Cars,21,6.0,3.7,Rear-Wheel Drive,Premium,Automatic (S7)
2019,Midsize Cars,24,4.0,2.0,All-Wheel Drive,Premium,Manual 6-spd
2019,Midsize Cars,24,4.0,2.0,All-Wheel Drive,Premium,Manual 6-spd
2019,Midsize Cars,26,4.0,2.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Midsize Cars,24,4.0,2.0,All-Wheel Drive,Premium,Manual 6-spd
2019,Midsize Cars,26,4.0,2.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Midsize Cars,24,4.0,2.0,All-Wheel Drive,Premium,Manual 6-spd
2019,Midsize Cars,26,4.0,2.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Midsize Cars,27,4.0,2.0,Front-Wheel Drive,Premium,Automatic (S8)
2019,Midsize Cars,25,4.0,2.0,Front-Wheel Drive,Premium,Manual 6-spd
2019,Midsize Cars,27,4.0,2.0,Front-Wheel Drive,Premium,Automatic (S8)
2019,Midsize Cars,26,3.0,1.5,All-Wheel Drive,Premium,Manual 6-spd
2019,Midsize Cars,25,3.0,1.5,All-Wheel Drive,Premium,Automatic (S8)
2019,Midsize Cars,26,3.0,1.5,All-Wheel Drive,Premium,Manual 6-spd
2019,Midsize Cars,26,3.0,1.5,All-Wheel Drive,Premium,Automatic (S8)
2019,Midsize Cars,28,3.0,1.5,Front-Wheel Drive,Premium,Manual 6-spd
2019,Midsize Cars,27,3.0,1.5,Front-Wheel Drive,Premium,Automatic (S6)
2019,Midsize Cars,28,3.0,1.5,Front-Wheel Drive,Premium,Manual 6-spd
2019,Midsize Cars,27,3.0,1.5,Front-Wheel Drive,Premium,Automatic (S6)
2019,Midsize Cars,20,6.0,3.7,All-Wheel Drive,Premium,Automatic (S7)
2019,Large Cars,23,6.0,3.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Midsize Cars,34,4.0,2.0,Front-Wheel Drive,Regular,Automatic (variable gear ratios)
2019,Small Station Wagons,33,4.0,1.5,Front-Wheel Drive,Regular,Automatic (AV-S7)
2019,Midsize Cars,19,6.0,3.0,Rear-Wheel Drive,Premium,Automatic 8-spd
2019,Midsize Cars,22,6.0,3.0,Rear-Wheel Drive,Premium,Automatic (S7)
2019,Midsize Cars,27,4.0,1.6,Front-Wheel Drive,Premium,Automatic (AV-S7)
2019,Midsize Cars,29,4.0,1.6,Front-Wheel Drive,Premium,Automatic (AV-S7)
2019,Midsize Cars,27,4.0,1.6,Front-Wheel Drive,Premium,Manual 6-spd
2019,Midsize Cars,32,4.0,1.8,Front-Wheel Drive,Regular,Automatic (variable gear ratios)
2019,Midsize Cars,30,4.0,1.8,Front-Wheel Drive,Regular,Manual 6-spd
2019,Midsize Cars,26,4.0,2.0,Front-Wheel Drive,Premium,Automatic 9-spd
2019,Midsize Cars,22,6.0,3.0,All-Wheel Drive,Premium,Automatic (S7)
2019,Midsize Cars,26,6.0,3.5,Front-Wheel Drive,Regular,Automatic (S8)
2019,Small Station Wagons,24,4.0,2.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Midsize Cars,24,4.0,2.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Standard Pickup Trucks 4WD,18,8.0,5.3,4-Wheel Drive,Regular,Automatic 8-spd
2019,Small Station Wagons,28,4.0,1.8,4-Wheel Drive,Regular,Automatic (AV-S7)
2019,Small Station Wagons,29,4.0,1.8,4-Wheel Drive,Regular,Automatic (variable gear ratios)
2019,Small Station Wagons,30,4.0,1.8,Front-Wheel Drive,Regular,Automatic (AV-S7)
2019,Small Station Wagons,30,4.0,1.8,Front-Wheel Drive,Regular,Automatic (variable gear ratios)
2019,Small Station Wagons,25,4.0,1.4,Front-Wheel Drive,Premium,Automatic 6-spd
2019,Midsize Cars,21,6.0,3.6,All-Wheel Drive,Regular,Automatic (S8)
2019,Midsize Cars,25,4.0,2.0,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Midsize Cars,24,4.0,2.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Standard Pickup Trucks 4WD,17,8.0,5.3,4-Wheel Drive,Regular,Automatic 8-spd
2019,Small Sport Utility Vehicle 2WD,24,4.0,2.0,Rear-Wheel Drive,Premium,Automatic 9-spd
2019,Small Sport Utility Vehicle 2WD,27,4.0,2.0,Front-Wheel Drive,Premium,Automatic (AM7)
2019,Midsize Cars,22,6.0,3.0,All-Wheel Drive,Premium,Automatic (S7)
2019,Compact Cars,35,4.0,1.5,Front-Wheel Drive,Regular,Automatic (S6)
2019,Midsize Cars,26,4.0,2.0,Front-Wheel Drive,Premium,Automatic (S9)
2019,Standard Sport Utility Vehicle 2WD,17,8.0,6.2,Rear-Wheel Drive,Premium,Automatic 10-spd
2019,Midsize Cars,25,4.0,2.5,Front-Wheel Drive,Regular,Automatic 6-spd
2019,Midsize Cars,31,4.0,1.4,Front-Wheel Drive,Regular,Automatic (S6)
2019,Standard Sport Utility Vehicle 4WD,17,6.0,3.0,All-Wheel Drive,Premium,Automatic 8-spd
2019,Standard Sport Utility Vehicle 4WD,17,6.0,3.0,All-Wheel Drive,Premium,Automatic 8-spd
2019,Standard Sport Utility Vehicle 4WD,18,6.0,3.0,4-Wheel Drive,Premium,Automatic (S8)
2019,Midsize Cars,27,4.0,1.5,Front-Wheel Drive,Regular,Automatic (S6)
2019,Standard Sport Utility Vehicle 4WD,19,6.0,3.0,4-Wheel Drive,Premium,Automatic (S8)
2019,Standard Sport Utility Vehicle 4WD,19,6.0,3.0,4-Wheel Drive,Premium,Automatic (S8)
2019,Midsize Cars,23,4.0,2.0,All-Wheel Drive,Regular,Automatic (S6)
2019,Standard Sport Utility Vehicle 4WD,16,8.0,4.4,All-Wheel Drive,Premium,Automatic (S8)
2019,Small Sport Utility Vehicle 4WD,26,4.0,2.0,Part-time 4-Wheel Drive,Premium,Automatic (AM7)
2019,Small Sport Utility Vehicle 4WD,23,4.0,2.0,4-Wheel Drive,Premium,Automatic 9-spd
2019,Midsize Cars,20,6.0,2.7,All-Wheel Drive,Regular,Automatic (S6)
2019,Small Sport Utility Vehicle 4WD,24,4.0,2.0,4-Wheel Drive,Premium,Automatic 9-spd
2019,Small Sport Utility Vehicle 4WD,24,4.0,2.0,All-Wheel Drive,Premium,Automatic (S9)
2019,Midsize Cars,25,4.0,2.0,Front-Wheel Drive,Regular,Automatic (S6)
2019,Midsize Cars,35,4.0,1.4,Front-Wheel Drive,Regular,Automatic (AM7)
2019,Midsize Cars,23,6.0,3.0,Rear-Wheel Drive,Premium,Automatic (S7)
2019,Midsize Cars,23,6.0,3.6,Rear-Wheel Drive,Regular,Automatic (S8)
2019,Compact Cars,27,4.0,2.0,Part-time 4-Wheel Drive,Premium,Automatic (AM7)
2019,Minicompact Cars,27,4.0,2.0,Rear-Wheel Drive,Premium,Automatic (S6)
2019,Minicompact Cars,24,4.0,2.0,Rear-Wheel Drive,Premium,Manual 6-spd
2019,Large Cars,14,12.0,6.7,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Midsize Cars,16,8.0,6.2,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Midsize Cars,22,6.0,3.6,All-Wheel Drive,Regular,Automatic (S9)
2019,Midsize Cars,23,6.0,3.6,All-Wheel Drive,Regular,Automatic (S9)
2019,Large Cars,14,12.0,6.7,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Small Station Wagons,29,4.0,1.4,Front-Wheel Drive,Regular,Automatic (S6)
2019,Compact Cars,21,6.0,3.6,All-Wheel Drive,Regular,Automatic (S8)
2019,Compact Cars,25,4.0,2.0,Rear-Wheel Drive,Premium,Automatic (S8)
2019,Compact Cars,24,4.0,2.0,All-Wheel Drive,Premium,Automatic (S8)
2019,Small Station Wagons,29,4.0,1.4,Front-Wheel Drive,Regular,Manual 6-spd
2019,Midsize Station Wagons,22,6.0,3.0,4-Wheel Drive,Premium,Automatic 9-spd
2019,Compact Cars,23,6.0,3.6,Rear-Wheel Drive,Regular,Automatic (S8)
2019,Small Sport Utility Vehicle 4WD,21,4.0,2.0,All-Wheel Drive,Regular,Automatic (S8)
2019,Large Cars,31,4.0,1.6,Front-Wheel Drive,Regular,Automatic (AM7)
2019,Large Cars,26,4.0,2.0,Front-Wheel Drive,Regular,Automatic (S8)
2019,Large Cars,29,4.0,2.4,Front-Wheel Drive,Regular,Automatic (S6)
2019,Large Cars,28,4.0,2.4,Front-Wheel Drive,Regular,Automatic (S6)
2019,Midsize Cars,19,6.0,3.0,Rear-Wheel Drive,Premium,Automatic 8-spd
2019,Small Sport Utility Vehicle 4WD,21,6.0,3.5,All-Wheel Drive,Regular,Automatic 6-spd
2019,Small Sport Utility Vehicle 4WD,22,6.0,3.5,All-Wheel Drive,Regular,Automatic (S9)
2019,Small Sport Utility Vehicle 2WD,22,4.0,2.0,Front-Wheel Drive,Regular,Automatic (S8)
2019,Large Cars,22,6.0,3.0,4-Wheel Drive,Premium,Automatic 9-spd
2019,Compact Cars,34,4.0,1.5,Front-Wheel Drive,Regular,Manual 6-spd
2019,Large Cars,22,6.0,3.0,Rear-Wheel Drive,Premium,Automatic 9-spd
2019,Midsize Cars,23,6.0,3.0,4-Wheel Drive,Premium,Automatic 9-spd
2019,Standard Sport Utility Vehicle 4WD,19,8.0,4.4,All-Wheel Drive,Premium,Automatic (S8)
2019,Midsize Cars,25,6.0,3.5,Front-Wheel Drive,Regular,Automatic (S8)
2019,Small Sport Utility Vehicle 4WD,25,4.0,2.4,All-Wheel Drive,Regular,Automatic 9-spd
2019,Small Sport Utility Vehicle 4WD,25,4.0,2.4,All-Wheel Drive,Regular,Manual 6-spd
2019,Small Sport Utility Vehicle 4WD,24,4.0,2.0,All-Wheel Drive,Premium,Automatic (S9)
2019,Small Sport Utility Vehicle 2WD,25,4.0,2.4,Front-Wheel Drive,Regular,Automatic 6-spd
2019,Small Sport Utility Vehicle 2WD,26,4.0,2.4,Front-Wheel Drive,Regular,Manual 6-spd
2019,Small Sport Utility Vehicle 2WD,26,4.0,2.0,Front-Wheel Drive,Premium,Automatic (S9)
2019,Minivan - 4WD,20,6.0,3.5,All-Wheel Drive,Regular,Automatic (S8)
2019,Minivan - 2WD,22,6.0,3.5,Front-Wheel Drive,Regular,Automatic (S8)
2019,Minivan - 2WD,22,6.0,3.6,Front-Wheel Drive,Regular,Automatic 9-spd
2019,Minivan - 2WD,22,6.0,3.6,Front-Wheel Drive,Regular,Automatic 9-spd
2019,Midsize Cars,23,4.0,2.0,All-Wheel Drive,Regular,Automatic (S6)
2019,Standard Pickup Trucks 4WD,14,8.0,5.7,Part-time 4-Wheel Drive,Regular,Automatic (S6)
2019,Standard Pickup Trucks 4WD,16,8.0,4.6,Part-time 4-Wheel Drive,Regular,Automatic (S6)
2019,Midsize Cars,24,4.0,2.0,Front-Wheel Drive,Regular,Automatic (S6)
2019,Midsize Cars,21,6.0,3.0,Front-Wheel Drive,Regular,Automatic (S6)
2019,Standard Pickup Trucks 2WD,15,8.0,5.7,Rear-Wheel Drive,Regular,Automatic (S6)
2019,Standard Pickup Trucks 2WD,16,8.0,4.6,Rear-Wheel Drive,Regular,Automatic (S6)
2019,Large Cars,18,6.0,3.0,Rear-Wheel Drive,Premium,Automatic 8-spd
2019,Midsize Cars,20,6.0,3.0,All-Wheel Drive,Regular,Automatic (S6)
2019,Large Cars,17,8.0,3.8,Rear-Wheel Drive,Premium,Automatic 8-spd
2019,Small Sport Utility Vehicle 2WD,22,6.0,3.5,Front-Wheel Drive,Regular,Automatic 6-spd
2019,Standard Sport Utility Vehicle 2WD,17,8.0,6.2,Rear-Wheel Drive,Premium,Automatic 10-spd
2019,Compact Cars,32,4.0,1.6,Front-Wheel Drive,Regular,Manual 6-spd
2019,Small Sport Utility Vehicle 4WD,23,4.0,2.0,All-Wheel Drive,Premium,Automatic (S9)
2019,Compact Cars,32,4.0,1.4,Front-Wheel Drive,Regular,Automatic (S6)
2019,Small Sport Utility Vehicle 4WD,25,4.0,2.0,All-Wheel Drive,Premium,Automatic (S9)
2019,Small Sport Utility Vehicle 4WD,24,4.0,2.0,All-Wheel Drive,Premium,Automatic (S9)
2019,Standard Sport Utility Vehicle 4WD,18,6.0,4.0,All-Wheel Drive,Regular,Automatic (S5)
2019,Standard Sport Utility Vehicle 4WD,14,8.0,5.7,Part-time 4-Wheel Drive,Regular,Automatic (S6)
2019,Small Sport Utility Vehicle 4WD,22,4.0,2.0,All-Wheel Drive,Premium,Automatic (S9)
2019,Standard Sport Utility Vehicle 2WD,21,6.0,3.6,Rear-Wheel Drive,Regular,Automatic 8-spd
2019,Standard Sport Utility Vehicle 4WD,15,8.0,5.7,4-Wheel Drive,Regular,Automatic (S8)
2019,Compact Cars,26,4.0,2.0,4-Wheel Drive,Premium,Automatic (AM7)
2019,Standard Sport Utility Vehicle 2WD,17,8.0,5.7,Rear-Wheel Drive,Midgrade,Automatic 8-spd
2019,Standard Sport Utility Vehicle 2WD,21,6.0,3.6,Rear-Wheel Drive,Regular,Automatic 8-spd
2019,Standard Sport Utility Vehicle 4WD,21,6.0,3.6,All-Wheel Drive,Regular,Automatic 8-spd
2019,Standard Sport Utility Vehicle 4WD,15,8.0,5.7,4-Wheel Drive,Premium,Automatic (S8)
2019,Standard Sport Utility Vehicle 2WD,15,8.0,5.7,Rear-Wheel Drive,Regular,Automatic (S6)
2019,Standard Sport Utility Vehicle 4WD,17,8.0,5.7,All-Wheel Drive,Midgrade,Automatic 8-spd
2019,Standard Sport Utility Vehicle 2WD,18,6.0,4.0,Rear-Wheel Drive,Regular,Automatic (S5)
2019,Small Sport Utility Vehicle 4WD,22,6.0,3.5,All-Wheel Drive,Regular,Automatic (S8)
2019,Standard Sport Utility Vehicle 4WD,21,6.0,3.6,All-Wheel Drive,Regular,Automatic 8-spd
2019,Standard Sport Utility Vehicle 4WD,17,8.0,5.7,All-Wheel Drive,Midgrade,Automatic 8-spd
2019,Standard Sport Utility Vehicle 4WD,18,6.0,4.0,Part-time 4-Wheel Drive,Regular,Automatic (S5)
2019,Compact Cars,34,4.0,1.6,Front-Wheel Drive,Regular,Automatic (variable gear ratios)
2019,Small Sport Utility Vehicle 4WD,24,4.0,2.0,All-Wheel Drive,Premium,Automatic (S9)
2019,Small Sport Utility Vehicle 4WD,19,6.0,2.9,All-Wheel Drive,Premium,Automatic 8-spd
2019,Small Pickup Trucks 4WD,19,6.0,3.6,4-Wheel Drive,Regular,Automatic 8-spd
2019,Small Pickup Trucks 4WD,17,6.0,3.6,4-Wheel Drive,Regular,Automatic 8-spd
2019,Small Pickup Trucks 2WD,19,6.0,4.0,Rear-Wheel Drive,Regular,Automatic 5-spd
2019,Small Pickup Trucks 2WD,21,4.0,2.5,Rear-Wheel Drive,Regular,Manual 5-spd
2019,Small Pickup Trucks 2WD,19,4.0,2.5,Rear-Wheel Drive,Regular,Automatic 5-spd
2019,Small Pickup Trucks 2WD,20,6.0,3.6,Rear-Wheel Drive,Regular,Automatic 8-spd
2019,Small Pickup Trucks 4WD,19,6.0,3.6,4-Wheel Drive,Regular,Automatic 8-spd
2019,Small Pickup Trucks 4WD,17,6.0,4.0,Part-time 4-Wheel Drive,Regular,Automatic 5-spd
2019,Small Pickup Trucks 2WD,20,6.0,3.6,Rear-Wheel Drive,Regular,Automatic 8-spd
2019,Midsize Station Wagons,25,4.0,2.0,4-Wheel Drive,Premium,Automatic (AM7)
2019,Small Pickup Trucks 4WD,18,6.0,4.0,Part-time 4-Wheel Drive,Regular,Manual 6-spd
2019,Special Purpose Vehicle 2WD,15,6.0,3.6,Rear-Wheel Drive,Regular,Automatic 8-spd
2019,Special Purpose Vehicle 2WD,15,6.0,3.6,Rear-Wheel Drive,Regular,Automatic 8-spd
2019,Midsize Cars,24,4.0,2.0,4-Wheel Drive,Premium,Automatic 9-spd
2019,Midsize Cars,25,4.0,2.0,Rear-Wheel Drive,Premium,Automatic 9-spd
2019,Midsize Cars,26,4.0,2.0,All-Wheel Drive,Premium,Automatic 8-spd
